,x_pos,y_pos
0,-1.6758988258461574e-05,6.102264153894782e-05
1,-2.0578918513819953e-05,6.151442911878427e-05
2,-2.2989622751159837e-05,6.246448491378093e-05
3,-2.634476813128143e-05,6.329712296139489e-05
4,-2.9566555557562595e-05,6.393525709405198e-05
5,-3.2834241440400256e-05,6.44807563270379e-05
6,-3.5772786992183765e-05,6.475975204845233e-05
7,-3.967045154938437e-05,7.131218784320673e-05
8,-3.951561431514341e-05,7.536430660148863e-05
9,-3.9340610208922575e-05,7.771431187080652e-05
10,-4.034632343355741e-05,7.754515911087903e-05
11,-4.1257593814357984e-05,7.747803203263931e-05
12,-4.2180323092800296e-05,7.686330049576709e-05
13,-4.3100987646013276e-05,7.626138294095433e-05
14,-4.40293129926766e-05,7.692703901510806e-05
15,-4.493969917992481e-05,7.727064358417288e-05
16,-4.584167646308978e-05,7.712703398696577e-05
17,-4.6749995819355154e-05,7.705815378696024e-05
18,-4.76725321985217e-05,7.644324999753552e-05
19,-4.8593162399181546e-05,7.584132530351687e-05
20,-4.952145884481768e-05,7.650699480246312e-05
21,-5.043181913443745e-05,7.6850614344183e-05
22,-5.1333774811665326e-05,7.670701938098518e-05
23,-5.224206973426424e-05,7.663815369476218e-05
24,0.0003967586847326448,0.00020242681020296235
25,0.0013092312347140987,0.0003725079572640816
26,0.003024589413430657,0.0007031164081450214
27,0.005171615651627154,0.001156636995306895
28,0.00763169111920319,0.0018406975243774812
29,0.009946050663008013,0.002430025861895599
30,0.011847728772874473,0.002621874923146094
31,0.013876431107902718,0.002715138997270935
32,0.015987605578973697,0.00291646525097811
33,0.018133696946740073,0.0031039126026346196
34,0.020235397502698205,0.0031275388805665216
35,0.022443227900465098,0.0031940616504892543
36,0.02462135502419145,0.003208386771677084
37,0.026697397785138577,0.003244593806345123
38,0.02875447840306134,0.0033827108566489156
39,0.03089610256782008,0.0038642902758393265
40,0.03302633100382938,0.004270189867661277
41,0.035123137501198956,0.004692521978255457
42,0.03716287139228513,0.005070011241117223
43,0.039264196151892077,0.00547066124459749
44,0.04133097036742371,0.00587136016344041
45,0.04342949577464629,0.006342171730881887
46,0.045495137808538214,0.0067384645646573135
47,0.04759893355008408,0.007004703866301181
48,0.049704227771173046,0.007271292310135888
